age,gender,maritalstatus,education,occupation,annualincome,homeowner,state,monthlybilledamount,totalminsusedinlastmonth,unpaidbalance,numberofmonthunpaid,numberofcomplaints,numdayscontractequipmentplanexpiring,penaltytoswitch,calldroprate,callfailurerate,percentagecalloutsidenetwork,totalcallduration_mean,totalcallduration_std,totalcallduration_min,totalcallduration_max,avgcallduration_mean,avgcallduration_std,avgcallduration_min,avgcallduration_max,churn
38,Female,Single,High School or below,Non-technology Related Job,73260,Yes,WY,17,374,50,2,0,16,428,0.04,0.01,0.09,3849.5,2474.1666273717296,2100,5599,991.5,82.73149339882606,933,1050,0
68,Male,Single,High School or below,Others,184161,Yes,AK,75,71,65,0,1,34,100,0.02,0.01,0.55,3729.5,3860.095918497363,1000,6459,653.5,217.08178182427008,500,807,0
16,Male,Single,Bachelor or equivalent,Non-technology Related Job,182190,Yes,LA,82,75,175,6,3,75,461,0.04,0.03,0.76,2190.0,1134.1992770232223,1388,2992,605.0,202.2325394193526,462,748,0
46,Female,Single,Bachelor or equivalent,Others,43090,No,MD,20,272,190,3,1,93,133,0.02,0.03,0.22,2008.5,119.50104602052653,1924,2093,690.0,384.66608896548183,418,962,0
62,Male,Married,Bachelor or equivalent,Non-technology Related Job,41119,No,OR,28,275,50,1,3,34,493,0.04,0.01,0.43,2799.0,1359.0592334405444,1838,3760,699.5,340.1183617507294,459,940,0
25,Female,Married,Master or equivalent,Others,152019,Yes,RI,86,472,65,6,0,52,166,0.03,0.01,0.89,1665.5,2339.8163389462857,11,3320,420.5,579.1204537917824,11,830,0
41,Female,Single,PhD or equivalent,Non-technology Related Job,150048,Yes,CO,93,475,175,4,3,92,26,0.05,0.03,0.1,3301.0,758.0184694319789,2765,3837,825.0,189.50461735799473,691,959,0
71,Male,Married,High School or below,Others,10949,Yes,DE,31,172,190,1,0,11,198,0.03,0.03,0.55,2805.5,55.86143571373726,2766,2845,630.0,86.2670273047588,569,691,0
19,Male,Single,High School or below,Non-technology Related Job,8978,Yes,MS,39,176,50,7,3,51,58,0.05,0.01,0.76,2464.0,2003.6798646490413,476,4483,678.0,177.83981556445676,476,811,0
49,Female,Single,High School or below,Others,119878,No,MT,96,373,65,4,0,70,231,0.03,0.01,0.22,2257.0,1401.4856403117371,1266,3248,722.5,126.572113832392,633,812,0
65,Male,Married,High School or below,Non-technology Related Job,117907,Yes,TX,104,376,175,2,2,10,91,0.05,0.03,0.43,2002.3333333333333,1689.5047597841603,113,3368,402.3333333333333,280.4662784245788,113,673,0
27,Female,Married,Bachelor or equivalent,Others,228808,Yes,VT,42,73,190,7,0,29,263,0.03,0.03,0.89,3488.0,2425.074638026632,1130,5975,961.3333333333334,349.9433287452889,559,1195,0
43,Female,Married,Bachelor or equivalent,Non-technology Related Job,226837,Yes,ID,49,76,50,5,2,69,123,0.06,0.01,0.1,3084.5,1646.8516933834692,1920,4249,585.5,77.07463914933368,531,640,0
74,Male,Married,Bachelor or equivalent,Others,87737,Yes,IN,107,273,65,3,3,88,296,0.04,0.01,0.55,2766.0,2893.4809486153526,720,4812,480.5,170.41273426595797,360,601,0
22,Male,Single,Master or equivalent,Non-technology Related Job,85766,Yes,NM,115,276,175,0,2,28,156,0.06,0.03,0.76,3310.0,2801.5570670611014,1329,5291,599.0,220.61731573020282,443,755,0
52,Female,Single,PhD or equivalent,Others,196666,Yes,NY,53,473,190,6,3,47,328,0.04,0.03,0.22,3453.5,115.25840533340725,3372,3535,863.0,28.284271247461902,843,883,1
68,Male,Married,High School or below,Non-technology Related Job,194695,Yes,WI,60,477,50,3,1,87,188,0.06,0.01,0.43,3840.3333333333335,3032.319299370258,626,6650,721.3333333333334,103.2488902280956,626,831,0
30,Female,Single,High School or below,Others,55596,Yes,AL,118,174,65,1,3,6,361,0.04,0.01,0.89,2567.0,1358.6901780759292,1184,3900,871.0,313.5011961699668,557,1184,0
46,Female,Married,High School or below,Non-technology Related Job,53625,No,LA,5,177,175,6,1,46,221,0.06,0.03,0.1,4048.5,2650.943322668367,2174,5923,765.0,313.9554108468271,543,987,0
77,Male,Married,High School or below,Others,164525,Yes,MD,63,374,190,4,2,65,393,0.04,0.03,0.55,2716.5,1997.5766568519969,1304,4129,511.5,109.60155108391487,434,589,0
24,Male,Single,Bachelor or equivalent,Non-technology Related Job,162554,Yes,OR,71,377,50,1,1,5,254,0.07,0.01,0.77,5244.5,1132.0779566796625,4444,6045,748.5,161.92745289171938,634,863,0
55,Female,Single,Bachelor or equivalent,Others,23454,Yes,PA,9,74,65,7,2,23,426,0.05,0.01,0.22,2107.0,226.27416997969522,1947,2267,769.5,287.79245994292484,566,973,0
71,Male,Single,Master or equivalent,Non-technology Related Job,21483,Yes,CA,16,78,175,4,1,64,286,0.07,0.03,0.43,3231.6666666666665,2508.596486749779,348,4911,689.6666666666666,319.8661178264014,348,982,0
33,Female,Single,Master or equivalent,Others,132384,No,CT,74,275,190,2,2,82,459,0.05,0.03,0.89,1405.0,732.5626253092632,887,1923,461.5,26.16295090390226,443,480,0
49,Female,Married,High School or below,Non-technology Related Job,130413,Yes,MS,82,278,50,7,0,23,319,0.07,0.01,0.1,946.6666666666666,353.84789575936907,730,1355,645.3333333333334,168.76117246965703,451,755,0
79,Male,Married,High School or below,Others,241313,Yes,MT,20,475,64,5,2,41,491,0.05,0.01,0.56,2370.5,1038.7398615630384,1636,3105,797.0,29.698484809834994,776,818,0
27,Male,Single,High School or below,Non-technology Related Job,239342,Yes,TX,27,478,174,2,0,82,351,0.07,0.03,0.77,4791.5,3202.486611993874,2527,7056,862.0,28.284271247461902,842,882,0
58,Female,Married,High School or below,Others,100243,Yes,UT,85,175,189,0,1,0,24,0.06,0.03,0.22,1083.6666666666667,595.4161010027638,420,1571,506.6666666666667,246.6948182133815,315,785,0
73,Male,Single,Bachelor or equivalent,Non-technology Related Job,98271,Yes,HI,92,179,49,5,0,41,384,0.0,0.01,0.43,3246.3333333333335,2907.413340640325,288,6100,573.3333333333334,251.35101617724433,288,762,0
36,Female,Single,Bachelor or equivalent,Others,209172,Yes,IL,30,376,64,3,1,59,56,0.06,0.01,0.89,3481.0,1801.708078463323,2207,4755,947.5,219.9102089490163,792,1103,0
52,Female,Married,Master or equivalent,Non-technology Related Job,207201,Yes,NJ,38,379,174,1,0,0,416,0.0,0.03,0.1,3144.0,2391.4351339729037,1453,4835,765.5,55.86143571373726,726,805,0
14,Male,Married,Master or equivalent,Others,68101,Yes,NY,96,76,189,6,1,18,89,0.06,0.03,0.56,2418.5,164.75588001646557,2302,2535,892.0,366.2813126546316,633,1151,0
30,Female,Married,High School or below,Non-technology Related Job,66130,No,WI,103,79,49,4,3,59,449,0.0,0.01,0.77,5851.0,1742.311108843653,4619,7083,815.5,152.02795795510772,708,923,0
60,Female,Married,High School or below,Others,177031,Yes,WY,41,276,64,1,1,77,121,0.06,0.01,0.22,1816.0,,1816,1816,908.0,,908,908,0
76,Male,Single,High School or below,Non-technology Related Job,175060,Yes,KY,49,280,174,7,3,18,481,0.0,0.03,0.44,2540.5,692.25753878163,2051,3030,720.0,52.32590180780452,683,757,0
39,Female,Single,High School or below,Others,35960,Yes,ME,106,476,189,4,0,36,154,0.07,0.03,0.89,4084.0,869.7413408594534,3469,4699,682.0,15.556349186104045,671,693,1
55,Female,Married,Bachelor or equivalent,Non-technology Related Job,33989,Yes,OK,114,480,49,2,3,76,14,0.01,0.01,0.1,3960.0,1476.4389591175113,2916,5004,781.5,74.24621202458749,729,834,0
17,Male,Single,Bachelor or equivalent,Others,144889,No,PA,52,177,64,7,0,95,186,0.07,0.01,0.56,4337.0,1299.6622638208744,3418,5256,1007.5,185.969083452062,876,1139,0
33,Female,Married,Bachelor or equivalent,Non-technology Related Job,142918,Yes,CA,59,180,174,5,2,35,47,0.01,0.03,0.77,5658.0,933.3809511662428,4998,6318,838.5,303.3488091290289,624,1053,0
63,Male,Married,Master or equivalent,Others,3819,Yes,CO,117,377,189,2,0,54,219,0.07,0.03,0.23,3390.5,3263.2977951759167,1083,5698,745.0,288.4995667241114,541,949,0
79,Male,Single,High School or below,Others,1848,Yes,MN,5,380,49,0,2,94,79,0.01,0.01,0.44,3026.0,26.870057685088806,3007,3045,754.5,350.017856687341,507,1002,0
41,Female,Single,High School or below,Others,112748,Yes,MO,63,77,64,6,3,13,252,0.07,0.01,0.89,2832.0,1332.1891757554556,1890,3774,849.5,135.0573952066306,754,945,1
57,Female,Single,High School or below,Others,110777,Yes,TN,70,81,174,3,2,53,112,0.01,0.03,0.1,2426.0,1543.3781131012581,1002,4066,743.6666666666666,232.28933107943925,552,1002,0
20,Male,Single,High School or below,Others,221677,Yes,UT,8,278,189,1,3,72,284,0.0,0.03,0.56,3213.5,2146.0690809011717,1696,4731,620.0,77.78174593052023,565,675,0
36,Female,Married,High School or below,Others,219706,Yes,HI,16,281,49,6,2,12,144,0.02,0.01,0.77,5579.5,2887.1169875846736,3538,7621,788.0,135.7645019878171,692,884,1
66,Male,Married,Bachelor or equivalent,Others,80607,Yes,ID,73,478,64,4,3,31,317,0.0,0.01,0.23,4020.0,989.9494936611666,3320,4720,804.0,197.9898987322333,664,944,0
14,Male,Single,Bachelor or equivalent,Others,78636,No,NH,81,481,174,1,1,71,177,0.02,0.03,0.44,1735.0,1387.3435046880063,754,2716,319.5,96.87362902255701,251,388,0
44,Female,Married,Bachelor or equivalent,Others,189536,Yes,NM,19,178,189,7,3,90,349,0.0,0.03,0.89,3298.0,270.1147904132612,3107,3489,637.0,196.5756851698602,498,776,0
60,Female,Single,PhD or equivalent,Others,187565,Yes,WV,26,182,49,4,1,30,209,0.02,0.01,0.11,2435.0,1012.576910659136,1719,3151,486.5,202.93964620053913,343,630,0
22,Male,Single,High School or below,Others,48466,Yes,WY,84,379,64,2,2,49,382,0.0,0.01,0.56,1603.3333333333333,1398.2025365923685,138,2923,580.6666666666666,390.0632427354996,138,874,0
38,Female,Married,High School or below,Others,46495,Yes,KY,92,382,174,7,1,89,242,0.02,0.03,0.77,2599.6666666666665,1839.8598678522592,607,4234,730.6666666666666,119.71772355559277,607,846,0
69,Male,Married,High School or below,Others,157395,No,LA,30,79,189,5,2,7,414,0.01,0.03,0.23,3436.5,638.5174234114525,2985,3888,761.5,21.920310216782973,746,777,0
17,Male,Married,High School or below,Others,155424,No,OH,37,82,49,2,1,48,274,0.03,0.01,0.44,994.0,379.00923471598946,726,1262,812.5,635.6889962867062,363,1262,0
47,Female,Married,High School or below,Others,16324,Yes,OR,95,279,64,0,2,66,447,0.01,0.01,0.9,4731.0,2066.166014627092,3270,6192,987.0,145.6639969244288,884,1090,0
63,Female,Single,Bachelor or equivalent,Others,14353,Yes,AR,102,283,174,5,0,7,307,0.03,0.03,0.11,4028.0,1793.2227970890845,2760,5296,608.0,209.30360723121808,460,756,0
25,Male,Single,Bachelor or equivalent,Others,125254,Yes,CO,40,480,189,3,1,25,479,0.01,0.03,0.56,2934.3333333333335,2967.373642353341,1084,6357,672.3333333333334,126.22334702159239,542,794,1
41,Female,Married,Master or equivalent,Others,123283,Yes,MN,48,483,49,0,0,66,340,0.03,0.01,0.77,4056.5,1182.989644925094,3220,4893,671.5,38.890872965260115,644,699,0
72,Male,Single,PhD or equivalent,Others,234183,Yes,MS,106,180,64,6,1,84,12,0.01,0.01,0.23,3305.6666666666665,2177.4380205492266,948,5241,814.0,171.29798597765242,621,948,0
19,Male,Married,High School or below,Others,232212,Yes,SD,113,183,174,4,0,25,372,0.03,0.03,0.44,2009.6666666666667,1102.329049482655,1293,3279,865.6666666666666,406.01642002920687,485,1293,1
50,Female,Married,High School or below,Others,93112,Yes,TX,51,380,189,1,1,43,45,0.02,0.03,0.9,4232.0,2955.706345359769,2142,6322,673.0,57.982756057296896,632,714,0
66,Female,Single,High School or below,Others,91141,No,GA,59,384,49,7,3,84,405,0.04,0.01,0.11,2356.5,1151.876946552886,1542,3171,550.0,342.239682094289,308,792,0
28,Male,Single,High School or below,Others,202042,Yes,ID,117,80,64,4,1,2,77,0.02,0.01,0.56,3647.0,3603.416156926646,1099,6195,717.0,237.58787847867995,549,885,0
44,Female,Single,Bachelor or equivalent,Others,200071,Yes,NH,4,84,174,2,3,43,437,0.04,0.03,0.77,3091.0,2112.8267794592152,662,4503,813.0,190.48097017812566,662,1027,1
74,Male,Single,Bachelor or equivalent,Others,60971,Yes,NM,62,281,189,7,0,61,110,0.02,0.03,0.23,3847.5,1888.6822125492683,2512,5183,682.5,255.26554800834364,502,863,0
22,Male,Married,Master or equivalent,Others,59000,Yes,WA,69,284,49,5,3,1,470,0.04,0.01,0.44,3440.5,2481.2376951835954,1686,5195,605.5,61.518289963229634,562,649,0
53,Female,Married,Master or equivalent,Others,169900,No,WI,7,481,64,2,0,20,142,0.02,0.01,0.9,2510.5,214.2533546995239,2359,2662,725.5,85.55992052357225,665,786,0
68,Male,Single,High School or below,Others,167929,No,KS,15,484,174,0,3,60,2,0.04,0.03,0.11,4377.0,494.9747468305833,4027,4727,582.5,10.606601717798213,575,590,1
31,Female,Single,High School or below,Others,28830,Yes,LA,73,181,189,5,0,79,175,0.03,0.03,0.57,2633.6666666666665,1632.694194677415,779,3854,691.3333333333334,76.12051847782784,642,779,0
47,Female,Single,High School or below,Others,26859,Yes,OH,80,185,49,3,2,19,35,0.05,0.01,0.78,3687.0,650.5382386916237,3227,4147,668.0,32.526911934581186,645,691,0
77,Male,Single,High School or below,Others,137759,Yes,OR,18,382,64,1,0,38,207,0.03,0.01,0.23,3131.0,185.26197667087544,3000,3262,626.0,36.76955262170047,600,652,0
25,Male,Married,Bachelor or equivalent,Others,135788,Yes,AZ,26,385,174,6,2,78,67,0.05,0.03,0.44,3580.0,1647.5588001646556,2415,4745,716.0,329.51176003293114,483,949,0
55,Female,Married,Bachelor or equivalent,Others,246689,No,CA,83,82,189,4,3,97,240,0.03,0.03,0.9,3647.5,1055.7104243115155,2901,4394,656.0,107.48023074035522,580,732,0
71,Male,Single,Master or equivalent,Others,244718,Yes,MI,91,85,49,1,2,37,100,0.05,0.01,0.11,4464.5,2095.1573926557403,2983,5946,669.5,106.77312395916867,594,745,0
34,Female,Married,Master or equivalent,Others,105618,Yes,MS,29,282,64,7,3,56,272,0.03,0.01,0.57,4406.0,2872.267745179756,2375,6437,797.5,9.192388155425117,791,804,0
50,Female,Single,High School or below,Others,103647,Yes,SD,36,286,174,4,2,96,133,0.05,0.03,0.78,2821.6666666666665,1520.0922121152166,1238,4269,894.0,325.44277530773365,591,1238,0
12,Male,Single,High School or below,Others,214547,Yes,TX,94,483,189,2,3,15,305,0.04,0.03,0.23,2034.0,1026.719046282867,1308,2760,494.0,82.02438661763951,436,552,0
28,Male,Married,High School or below,Others,212576,Yes,FL,102,486,49,7,1,55,165,0.06,0.01,0.44,3002.5,62.932503525602726,2958,3047,600.0,12.727922061357855,591,609,0
58,Female,Married,High School or below,Others,73477,Yes,HI,40,183,64,5,2,74,338,0.04,0.01,0.9,2908.3333333333335,1804.987626919734,836,4137,727.6666666666666,273.8618873325263,418,938,0
74,Male,Married,Bachelor or equivalent,Others,71506,Yes,NV,47,186,174,2,1,14,198,0.06,0.03,0.11,3568.3333333333335,3013.8016413382834,1228,6969,780.6666666666666,411.5839323070488,418,1228,0
36,Female,Married,Bachelor or equivalent,Others,182406,No,NJ,105,383,189,0,2,32,370,0.04,0.03,0.57,4720.0,1096.0155108391486,3945,5495,786.0,182.43354954612926,657,915,0
52,Female,Single,Bachelor or equivalent,Others,180435,No,WA,112,387,49,5,1,73,230,0.06,0.01,0.78,4886.5,4687.410852485624,1572,8201,672.0,209.30360723121808,524,820,0
15,Male,Single,Master or equivalent,Others,41335,Yes,WI,50,84,64,3,2,91,403,0.04,0.01,0.23,4283.0,1340.674457129694,3335,5231,939.5,150.61374439273462,833,1046,0
31,Male,Married,PhD or equivalent,Others,39364,Yes,IA,58,87,174,0,0,32,263,0.06,0.03,0.45,3938.3333333333335,2867.0919645754884,2036,7236,819.0,191.9400948212749,635,1018,1
61,Female,Single,High School or below,Others,150265,Yes,KY,116,284,189,6,2,50,435,0.05,0.03,0.9,2304.0,2405.577269596635,603,4005,350.5,70.0035713374682,301,400,0
77,Male,Married,High School or below,Others,148294,Yes,ND,3,287,49,3,0,91,295,0.07,0.01,0.11,3608.0,1626.3455967290593,2458,4758,703.5,126.572113832392,614,793,0
39,Female,Married,High School or below,Others,9194,No,OK,61,484,64,1,1,9,468,0.05,0.01,0.57,5556.0,3978.1827509555164,2743,8369,921.5,10.606601717798213,914,929,0
55,Female,Single,High School or below,Others,7223,Yes,AZ,69,487,174,7,0,50,328,0.07,0.03,0.78,3654.5,867.6200205158938,3041,4268,679.5,245.36605307173198,506,853,0
18,Male,Single,Bachelor or equivalent,Others,118124,Yes,CA,7,184,189,4,1,68,0,0.05,0.03,0.24,6071.5,1976.3634534164003,4674,7469,762.5,23.33452377915607,746,779,0
33,Male,Single,Bachelor or equivalent,Others,116153,Yes,MA,14,188,49,2,0,9,360,0.07,0.0,0.45,4315.5,1677.9643917556773,3129,5502,604.0,117.37972567696688,521,687,1
64,Female,Single,Bachelor or equivalent,Technology Related Job,227053,Yes,MN,72,385,64,7,1,27,33,0.05,0.01,0.9,3392.0,3379.970414071697,1002,5782,914.0,124.45079348883236,826,1002,0
12,Male,Married,Master or equivalent,Others,225082,Yes,SC,79,388,174,5,3,68,393,0.07,0.02,0.11,2786.0,2327.7955236661146,1140,4432,839.0,380.42344827836257,570,1108,0
42,Female,Married,High School or below,Technology Related Job,85982,Yes,TN,17,85,189,2,1,86,65,0.06,0.03,0.57,2183.0,2276.0309751846526,251,4692,412.6666666666667,167.80444968275822,251,586,0
58,Female,Single,High School or below,Others,84011,Yes,FL,25,88,49,0,3,26,426,0.0,0.0,0.78,2663.3333333333335,645.2567964255265,2151,3388,1049.0,190.3365440476421,847,1225,0
20,Male,Married,High School or below,Technology Related Job,194912,Yes,HI,83,285,64,5,0,45,98,0.06,0.01,0.24,2380.5,1672.3075375061849,1198,3563,895.5,427.79960261786124,593,1198,0
36,Female,Single,High School or below,Others,192941,No,NV,90,289,174,3,3,85,458,0.0,0.02,0.45,3866.0,438.4062043356595,3556,4176,877.5,235.46655813512032,711,1044,0
67,Female,Single,High School or below,Technology Related Job,53841,Yes,NH,28,486,189,0,0,4,131,0.06,0.03,0.9,2244.0,1303.9049045079937,1322,3166,747.5,434.8706704297267,440,1055,0
14,Male,Married,Bachelor or equivalent,Others,51870,Yes,VA,36,489,49,6,2,44,491,0.0,0.0,0.12,1509.5,802.5661966467314,942,2077,503.0,267.28636328851496,314,692,1
45,Female,Married,Bachelor or equivalent,Technology Related Job,162770,Yes,WV,93,186,64,4,0,63,163,0.06,0.01,0.57,2237.0,441.23463146040564,1925,2549,559.0,110.30865786510141,481,637,0
61,Female,Married,Master or equivalent,Others,160799,Yes,IA,101,189,174,1,2,3,23,0.0,0.02,0.78,3349.5,1368.2516215959695,2382,4317,837.0,342.239682094289,595,1079,0
23,Male,Married,PhD or equivalent,Technology Related Job,21700,No,KY,39,386,189,7,3,22,196,0.07,0.03,0.24,6206.0,2843.983473932294,4195,8217,876.0,52.32590180780452,839,913,0
39,Female,Single,High School or below,Others,19729,Yes,ND,46,390,49,4,2,62,56,0.01,0.0,0.45,1993.5,1000.5560953789648,1286,2701,484.0,79.19595949289332,428,540,0
69,Male,Single,High School or below,Technology Related Job,130629,Yes,OH,104,87,64,2,3,81,228,0.07,0.01,0.91,5357.0,1746.5537495307724,4122,6592,824.0,0.0,824,824,0
17,Male,Married,High School or below,Others,128658,Yes,AK,112,90,174,7,2,21,88,0.01,0.02,0.12,3906.5,2178.595992835753,2366,5447,684.5,132.22896808188437,591,778,0
48,Female,Single,High School or below,Technology Related Job,239558,Yes,AR,50,287,189,5,3,40,261,0.07,0.03,0.57,2891.0,318.1980515339464,2666,3116,656.0,173.9482681718907,533,779,0
64,Female,Married,Bachelor or equivalent,Others,237587,Yes,MA,57,290,49,2,1,80,121,0.01,0.0,0.78,4541.5,3725.745630071919,1907,7176,875.0,110.30865786510141,797,953,0
26,Male,Married,Bachelor or equivalent,Technology Related Job,98488,Yes,MN,115,487,64,0,3,99,293,0.07,0.01,0.24,4961.0,4918.634769933625,1483,8439,715.5,313.2483040656405,494,937,0
42,Female,Single,Master or equivalent,Others,96517,Yes,SC,2,491,174,5,1,39,153,0.02,0.02,0.45,2353.0,427.0924958366747,2051,2655,1005.0,455.3767670841366,683,1327,0
72,Male,Single,Master or equivalent,Technology Related Job,207417,Yes,SD,60,187,189,3,2,58,326,0.0,0.03,0.91,2427.0,1541.4927829866735,1337,3517,773.5,149.19953083036154,668,879,0
20,Male,Single,High School or below,Others,205446,No,DE,68,191,49,0,1,98,186,0.02,0.0,0.12,3112.5,2745.695631347364,1171,5054,556.0,234.75945135393377,390,722,0
50,Female,Single,High School or below,Technology Related Job,66347,Yes,GA,6,388,64,6,2,16,358,0.0,0.01,0.57,1899.0,140.0071426749364,1800,1998,466.5,188.79751057680818,333,600,0
66,Female,Married,High School or below,Others,64376,Yes,NE,13,391,174,3,1,57,219,0.02,0.02,0.78,3068.5,2189.9097013347377,1520,4617,582.5,108.18733752154178,506,659,0
29,Male,Married,High School or below,Technology Related Job,175276,Yes,NH,71,88,189,1,2,75,391,0.0,0.03,0.24,5014.0,755.1900423072327,4480,5548,769.0,32.526911934581186,746,792,0
45,Female,Single,Bachelor or equivalent,Others,173305,Yes,VA,79,91,49,6,0,16,251,0.02,0.0,0.45,2716.3333333333335,1331.240524222927,1317,3967,928.3333333333334,423.49183384492,477,1317,0
75,Male,Married,Bachelor or equivalent,Technology Related Job,34205,No,WA,17,288,64,4,2,34,424,0.0,0.01,0.91,2305.5,1414.9206691542815,1305,3306,548.0,159.80613254815975,435,661,0
23,Male,Single,Bachelor or equivalent,Others,32234,Yes,IN,24,292,174,1,0,75,284,0.03,0.02,0.12,3118.0,548.7148622007609,2730,3506,691.5,13.435028842544403,682,701,0
53,Female,Single,Master or equivalent,Technology Related Job,143135,Yes,KS,82,489,189,7,1,93,456,0.01,0.03,0.58,4516.0,1951.6147160748712,3136,5896,891.0,217.78888860545663,737,1045,0
69,Female,Married,High School or below,Others,141164,Yes,NC,89,492,49,5,0,34,316,0.03,0.0,0.79,3770.5,400.92954493277244,3487,4054,638.0,83.43860018001261,579,697,0
32,Male,Married,High School or below,Technology Related Job,2064,Yes,OH,27,189,64,2,1,52,489,0.01,0.01,0.24,4654.0,2972.6769081082457,2552,6756,741.0,145.6639969244288,638,844,0
47,Female,Married,High School or below,Others,93,Yes,AK,35,192,174,0,3,93,349,0.03,0.02,0.45,5500.5,1567.655733890576,4392,6609,852.0,36.76955262170047,826,878,0
78,Male,Married,High School or below,Technology Related Job,110993,Yes,AZ,93,389,189,5,1,11,21,0.01,0.03,0.91,5339.5,1625.6384899478728,4190,6489,779.5,82.73149339882606,721,838,0
26,Male,Single,Bachelor or equivalent,Others,109022,Yes,MD,100,393,48,3,3,52,381,0.03,0.0,0.12,2350.0,354.9676041556469,2099,2601,534.5,163.3416664540925,419,650,0
56,Female,Single,Bachelor or equivalent,Technology Related Job,219923,Yes,MI,38,90,63,0,0,70,54,0.02,0.01,0.58,4583.5,781.352993211135,4031,5136,654.0,111.72287142747452,575,733,0
72,Female,Married,Bachelor or equivalent,Others,217952,No,RI,46,93,173,6,3,10,414,0.04,0.02,0.79,4825.5,1311.6830791010457,3898,5753,800.0,29.698484809834994,779,821,0
34,Male,Married,Bachelor or equivalent,Technology Related Job,78852,Yes,SD,103,290,188,3,0,29,86,0.02,0.03,0.24,2527.5,638.5174234114525,2076,2979,891.0,207.88939366884497,744,1038,0
50,Female,Married,PhD or equivalent,Others,76881,Yes,DE,111,293,48,1,3,69,446,0.04,0.0,0.45,1254.3333333333333,778.9353845687929,395,1914,399.3333333333333,222.73377232322298,197,638,0
13,Male,Married,High School or below,Technology Related Job,187782,Yes,FL,49,490,63,6,0,88,119,0.02,0.01,0.91,3856.0,861.2560594852149,3247,4465,696.5,67.17514421272202,649,744,0
28,Male,Single,High School or below,Others,185810,Yes,MT,56,494,173,4,2,28,479,0.04,0.02,0.12,3694.0,2331.2837665114903,1144,5716,899.6666666666666,274.27054769576216,603,1144,1
59,Female,Single,High School or below,Technology Related Job,46711,No,NV,114,191,188,2,0,47,151,0.02,0.03,0.58,2496.6666666666665,3027.8185766874035,562,5986,593.6666666666666,141.18899862713573,471,748,0
75,Male,Married,High School or below,Others,44740,No,VT,2,194,48,7,2,87,12,0.04,0.0,0.79,3818.0,838.6286424872453,3225,4411,905.0,240.41630560342617,735,1075,0
37,Female,Single,Bachelor or equivalent,Technology Related Job,155640,Yes,WA,60,391,63,5,3,6,184,0.03,0.01,0.24,3145.5,1520.9866863322636,2070,4221,646.5,61.518289963229634,603,690,0
53,Female,Married,Bachelor or equivalent,Others,153669,Yes,IN,67,394,173,2,2,46,44,0.05,0.02,0.46,4349.5,1693.5207409417812,3152,5547,740.5,67.17514421272202,693,788,0
15,Male,Married,Bachelor or equivalent,Technology Related Job,14570,Yes,IA,5,91,188,0,3,65,217,0.03,0.03,0.91,2390.5,361.3315651863258,2135,2646,576.0,190.91883092036784,441,711,0
31,Male,Single,Master or equivalent,Others,12599,Yes,NY,12,94,48,5,2,5,77,0.05,0.0,0.12,5497.0,1275.6206332605318,4595,6399,839.5,105.35891039679558,765,914,0
62,Female,Single,PhD or equivalent,Technology Related Job,123499,Yes,ND,70,291,63,3,3,24,249,0.03,0.01,0.58,3144.0,1090.3586565896562,2373,3915,721.5,98.2878425849301,652,791,0
78,Male,Single,High School or below,Others,121528,Yes,AL,78,295,173,0,1,64,109,0.05,0.02,0.79,3710.5,54.44722215136416,3672,3749,774.5,229.80970388562795,612,937,0
40,Female,Single,High School or below,Technology Related Job,232428,Yes,AZ,16,492,188,6,3,83,282,0.03,0.03,0.25,5959.0,3944.241625458562,3170,8748,681.5,67.17514421272202,634,729,0
56,Female,Married,High School or below,Others,230457,No,MD,23,495,48,3,1,23,142,0.05,0.0,0.46,3775.3333333333335,4061.2569893240357,967,8432,763.6666666666666,252.52590626178008,481,967,0
18,Male,Married,High School or below,Technology Related Job,91358,Yes,MA,81,192,63,1,2,41,314,0.04,0.01,0.91,2239.0,1855.0266844441887,201,3829,503.3333333333333,262.3477336157744,201,671,0
34,Male,Single,Bachelor or equivalent,Others,89387,Yes,PA,89,195,173,6,1,82,174,0.06,0.02,0.12,3731.0,1175.211470332042,2900,4562,621.5,195.86857838867365,483,760,1
64,Female,Married,Bachelor or equivalent,Technology Related Job,200287,Yes,SC,27,392,188,4,2,0,347,0.04,0.03,0.58,3430.0,1575.4339084836279,2316,4544,764.5,10.606601717798213,757,772,0
12,Male,Single,Master or equivalent,Others,198316,Yes,CT,34,396,48,1,0,41,207,0.06,0.0,0.79,2137.5,819.5367593952086,1558,2717,531.0,16.97056274847714,519,543,0
43,Female,Single,Master or equivalent,Technology Related Job,59216,No,FL,92,93,63,7,2,59,379,0.04,0.01,0.25,3037.6666666666665,1469.8198302286348,1408,4263,935.3333333333334,409.48911259438063,688,1408,0
59,Female,Married,High School or below,Others,57245,No,MT,99,96,173,4,0,0,239,0.06,0.02,0.46,3171.5,2092.328965530994,1692,4651,614.0,70.71067811865476,564,664,0
21,Male,Married,High School or below,Technology Related Job,168146,Yes,NV,37,293,188,2,1,18,412,0.04,0.02,0.91,3654.3333333333335,2344.3927429791565,949,5091,890.0,165.58079598794058,703,1018,0
37,Male,Married,High School or below,Others,166175,Yes,UT,45,296,48,0,0,59,272,0.06,0.0,0.13,2621.0,412.95036021294374,2329,2913,873.5,137.88582233137677,776,971,0
